].pos_y				= -2.162401 
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 3  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = -2.844000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = -2.844000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 4  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 1.656000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.650000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.656250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = -1.137750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = -1.006500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 5  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = -1.006500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = -1.137750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = -3.631500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = -3.481500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 6  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 4.149750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 4.506000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.656250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 1.656000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.650000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 7  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 6.737250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 7.112250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 4.506000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 4.149750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 8  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 3.981000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 4.131000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.356250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 6.793500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 6.381000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.368750  
=777==yaw			= 359.692158 
=777==LocalizationResult.x		= 0.000000 
=777==LocalizationResult.y		= 0.000000 
 =777= counts: 705
 =777= surParking_list.num = 0 
 =777= ultparklist.num = 6 
 =777=surUltParkingFusion end 
=777=parkingFusion_state = 1  
=777=ParkingFusion_runTime_ns = 1576060  
=777=W=parkingSpaceOut.park_num						= 0 
 =777=ParkingFusion_firstTime: 187988240
=777=cameraParkInfos.time_stamp = 6603102  
=777=ultParkInfos.USSC_GPSTimeStamp = 0  
=777=localizationInfo.time_stamp = 0  
=777=vehiclespeed.ESP_0x305_time_stamp = 6603079  
=777=vehiclespeed.ESP_VehSpd = 0.000000  
=777=parkInfos.park_num = 20  
=777=vehicleInfo.PDCU_GearSig = 0.000000  
=777=cameraParkInfos.parking_space_num = 8  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 4.187250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.356250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 3.981000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 2  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 3  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = -2.844000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = -2.844000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 4  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 1.656000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.650000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.656250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = -1.137750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = -1.006500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 5  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = -1.006500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = -1.137750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = -3.631500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = -3.481500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 6  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 4.149750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 4.506000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.656250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 1.656000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.650000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 7  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 6.737250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 7.112250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 4.506000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 4.149750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 8  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 3.981000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 4.131000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.356250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 6.793500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 6.381000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.368750  
=777==yaw			= 359.692158 
=777==LocalizationResult.x		= 0.000000 
=777==LocalizationResult.y		= 0.000000 
 =777= counts: 706
 =777= surParking_list.num = 0 
 =777= ultparklist.num = 6 
 =777=surUltParkingFusion end 
=777=parkingFusion_state = 1  
=777=ParkingFusion_runTime_ns = 1653720  
=777=W=parkingSpaceOut.park_num						= 0 
 =777=ParkingFusion_firstTime: 189660040
=777=cameraParkInfos.time_stamp = 6603102  
=777=ultParkInfos.USSC_GPSTimeStamp = 0  
=777=localizationInfo.time_stamp = 0  
=777=vehiclespeed.ESP_0x305_time_stamp = 6603079  
=777=vehiclespeed.ESP_VehSpd = 0.000000  
=777=parkInfos.park_num = 20  
=777=vehicleInfo.PDCU_GearSig = 0.000000  
=777=cameraParkInfos.parking_space_num = 8  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 4.187250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.356250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 3.981000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 2  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.375000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 3  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = -90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = -2.844000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = -2.844000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = 9.375000  
=666==MapInfo_r.hdmap_yaw	= 0.000000 
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = 9.375000  
===NewDir/plan.cpp===Line: 00641: R=lane_count	= 0 
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = -0.669000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = 4.350000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 4  
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
===NewDir/plan.cpp===Line: 00642: R=next_seg_count		= 0 
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
===NewDir/plan.cpp===Line: 00652: =R=globalPathStatus.globalpath_status		= 0 
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
=777=cameraParkInfos.SurViewParkingSpace[i].park_width = 0.000000  
===NewDir/plan.cpp===Line: 00683: =101size=====  0
=777=cameraParkInfos.SurViewParkingSpace[i].valid_state = 0  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].x = 1.656000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[0].y = -1.650000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].x = 1.581000  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[1].y = -6.656250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].x = -1.137750  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[2].y = -6.581250  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].x = -1.006500  
=777=cameraParkInfos.SurViewParkingSpace[i].ParkingPoint[3].y = -1.575000  
=777=cameraParkInfos.SurViewParkingSpace[i].id = 5  
======plan.cpp===client = -1
=777=cameraParkInfos.SurViewParkingSpace[i].park_type = 1  
=777=cameraParkInfos.SurViewParkingSpace[i].confidence = 0.000000  
tcp client readn error
=777=cameraParkInfos.SurViewParkingSpace[i].park_direction = 1.000000  
command received...len = 0
=777=cameraParkInfos.SurViewParkingSpace[i].fAngle = 90.000000  
waiting for reconnection...
=777=cameraParkInfos.SurViewParkingSpace[i].park_length = 0.000000  
NewDir/plan.cpp===Line: 01385: W=apaParkingInfo.APA_PrkgMod			= 0 
===NewDir/plan.cpp===Line: 01386: W=apaParkingInfo.APA_OrntnChgAvl		= 0 
===NewDir/plan.cpp===Line: 01387: W=apaParkingInfo.APA_CrtPrkgOrntn		= 0 
===NewDir/plan.cpp===Line: 01388: W=apaParkingInfo.APA_PrkgModChgAvl		= 0 
===NewDir/plan.cpp===Line: 01389: W=apaParkingInfo.APA_PrkgDirChgAvl		= 0 
===NewDir/plan.cpp===Line: 01390: W=apaParkingInfo.APA_UISettingModAvl	= 0 
===NewDir/plan.cpp===Line: 01391: W=apaParkingInfo.APA_PrkgDir			= 0 
===NewDir/plan.cpp===Line: 01392: W=apaParkingInfo.APA_UISettingMod		= 0 
===NewDir/plan.cpp===Line: 01393: W=apaParkingInfo.APA_PrkgSlot_1L		= 0 
===NewDir/plan.cpp===Line: 01394: W=apaParkingInfo.APA_PrkgSlot_2L		= 0 
===NewDir/plan.cpp===Line: 01395: W=apaParkingInfo.APA_PrkgSlot_3L		= 0 
===NewDir/plan.cpp===Line: 01396: W=apaParkingInfo.APA_PrkgSlot_1R		= 0 
===NewDir/plan.cpp===Line: 01397: W=apaParkingInfo.APA_PrkgSlot_2R		= 0 
===NewDir/plan.cpp===Line: 01398: W=apaParkingInfo.APA_PrkgSlot_3R		= 0 
===NewDir/plan.cpp===Line: 01399: W=apaParkingInfo.APA_PrkgSlotCoor_1L	= 0 
===NewDir/plan.cpp===Line: 01400: W=apaParkingInfo.APA_PrkgSlotCoor_2L	= 0 
===NewDir/plan.cpp===Line: 01401: W=apaParkingInfo.APA_PrkgSlotCoor_3L	= 0 
===NewDir/plan.cpp===Line: 01402: W=apaParkingInfo.APA_PrkgSlotCoor_1R	= 0 
===NewDir/plan.cpp===Line: 01403: W=apaParkingInfo.APA_PrkgSlotCoor_2R	= 0 
=666==MapInfo_r.hdmap_output_flag1		= 0 
===NewDir/plan.cpp===Line: 01404: W=apaParkingInfo.APA_PrkgSlotCoor_3R	= 0 
===NewDir/plan.cpp===Line: 01405: W=apaParkingInfo.APA_PrkgSlotSta_1L 	= 0 
=666==MapInfo_r.hdmap_output_flag2		= 1 
